SMILES,logBCF
Cc1ccc(NN=C2C(=O)C=Cc3ccccc32)c([N+](=O)[O-])c1,0.46
CN(C)c1cccc(C(=O)O)c1,0.46
CCC(CO)(CO)CO,0.41
CCCCC(CC)COP(=O)(O)CC(CC)CCCC,0.4
Cc1cc(NC(=O)Nc2ccc(N=Nc3cc(S(=O)(=O)O)c4cccc(S(=O)(=O)O)c4c3)c(C)c2)ccc1N=Nc1cc(S(=O)(=O)O)c2cccc(S(=O)(=O)O)c2c1,0.4
CCCCc1ccc(C(=O)O)cc1,0.38
CC(C)(C)c1cc(CCC(=O)OCC(COC(=O)CCc2cc(C(C)(C)C)c(O)c(C(C)(C)C)c2)(COC(=O)CCc2cc(C(C)(C)C)c(O)c(C(C)(C)C)c2)COC(=O)CCc2cc(C(C)(C)C)c(O)c(C(C)(C)C)c2)cc(C(C)(C)C)c1O,0.36
Cc1ccc(S(=O)(=O)O)c(C)c1,0.36
CC(COCC(C)OC(C)COCC(C)OC(C)CO)OCC(O)COCC(C)OCC(C)OC(C)COCC(C)OC(C)CO,0.34
CN(C)S(=O)(=O)Nc1ccccc1,0.32
CC(C)(C)OO,0.26
CC(=O)C=Cc1ccccc1,0.23
Nc1cccc(S(=O)(=O)c2cccc(N)c2)c1,0.23
NC(=O)c1[nH]cnc1N,0.2
CCC1(c2ccccc2)C(=O)NC(=O)NC1=O,0.2
Nc1nccs1,0.18
CCN(Cc1cccc(S(=O)(=O)O)c1)c1ccc([C+](c2ccc(N(C)C)cc2)c2ccc(N(CC)Cc3cccc(S(=O)(=O)O)c3)cc2)cc1,0.15
Cc1ccc(N)cc1,0.11
Cc1c(Cc2cc(C(C)(C)C)c(O)c(C(C)(C)C)c2)c(C)c(Cc2cc(C(C)(C)C)c(O)c(C(C)(C)C)c2)c(C)c1Cc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,0.08
Nc1c(S(=O)(=O)O)cc(Nc2cccc(S(=O)(=O)CCOS(=O)(=O)O)c2)c2c1C(=O)c1ccccc1C2=O,0.08
CCN(CCO)CCO,0.04
CCC(C)NC(C)CC,-0.05
Cc1ccccn1,-0.06
CC(=O)Nc1ccc(N)cc1,-0.15
O=C(NC1CCCCC1)NC1CCCCC1,-0.15
OCC(CO)(CO)COCC(CO)(CO)CO,-0.19
CCN(CC)CCO,-0.21
CC(C)(C)c1cc(Cn2c(=O)n(Cc3cc(C(C)(C)C)c(O)c(C(C)(C)C)c3)c(=O)n(Cc3cc(C(C)(C)C)c(O)c(C(C)(C)C)c3)c2=O)cc(C(C)(C)C)c1O,-0.22
CC(C)(C)NCCO,-0.22
CC1(C)CC(O)CC(C)(C)N1,-0.24
CCN(CC)c1cc2[o+]c3cc(N(CC)CC)c(C)cc3c(-c3ccc(S(=O)(=O)O)cc3S(=O)(=O)O)c2cc1C,-0.24
CCO[Si](CCCN)(OCC)OCC,-0.28
NCCNCCNCCN,-0.3
CC(O)COC(C)COC(C)CO,-0.3
CC(C)C12C=CC(C)(CC1)C(C(=O)O)C2C(=O)O,-0.3
CCN(CC)c1ccc(C(=O)c2ccccc2C(=O)O)c(O)c1,-0.31
CCN=C=NCCCN(C)C,-0.32
CC(=O)Nc1ccc(S(=O)(=O)O)cc1,-0.37
Cc1ccc([N+](=O)[O-])cc1S(=O)(=O)O,-0.4
C1CCC2=NCCCN2CC1,-0.4
Nc1cccc(N(CCO)CCO)c1,-0.4
O=S(=O)(O)c1ccc(Nc2nc(Nc3ccc(C=Cc4ccc(Nc5nc(Nc6cccc(S(=O)(=O)O)c6)nc(N(CCO)CCO)n5)cc4S(=O)(=O)O)c(S(=O)(=O)O)c3)nc(N(CCO)CCO)n2)cc1,-0.4
CCCCCCCCCCCCSP(=O)(SCCCCCCCCCCCC)SCCCCCCCCCCCC,-0.4
Nc1ccc(S(=O)(=O)O)cc1,-0.47
CCC[N+](CCC)(CCC)CCC,-0.52
COC(=O)c1cc(C(=O)OC)cc(S(=O)(=O)O)c1,-0.52
COCCCN,-0.52
NNS(=O)(=O)c1ccc(Oc2ccc(S(=O)(=O)NN)cc2)cc1,-0.52
O=c1ccc(=O)[nH][nH]1,-0.7
Cc1ccccc1S(=O)(=O)O,-0.7
O=S(=O)(c1ccc(O)cc1)c1ccc(O)cc1,-0.7
Cc1c(NC(=O)C(C)Br)c(=O)n(-c2ccccc2)n1C,-0.7
O=C(Nc1ccc2c(O)cc(S(=O)(=O)O)cc2c1)Nc1ccc2c(O)cc(S(=O)(=O)O)cc2c1,-0.72
N=C(N)N,-1
ClC1=C(Cl)C2(Cl)C3CCC4C(CCC3C1(Cl)C2(Cl)Cl)C1(Cl)C(Cl)=C(Cl)C4(Cl)C1(Cl)Cl,1.98
CCOP(=S)(OCC)SCCS(=O)(=O)CC,0.7
CCOP(=S)(OCC)SCCS(=O)CC,0
Nc1cc(S(=O)(=O)O)cc2cc(S(=O)(=O)O)cc(O)c12,0.46
Oc1nc(O)nc(O)n1,-0.3
Brc1cc(Br)c(Oc2c(Br)cc(Br)c(Br)c2Br)c(Br)c1Br,5.3
CC(C)(C)CC(C)(C)c1ccc(O)cc1,2.46
Sc1nc2ccccc2s1,0.9
Brc1ccc(Oc2c(Br)cccc2Br)c(Br)c1,5.88
Brc1ccc(Oc2ccc(Br)c(Br)c2)c(Br)c1,6.05
Brc1ccc(Oc2c(Br)cc(Br)cc2Br)c(Br)c1,6.36
Brc1cc(Br)c(Oc2ccc(Br)c(Br)c2)c(Br)c1,6.29
Brc1cc(Br)c(Oc2cc(Br)c(Br)cc2Br)c(Br)c1,6.15
CC1=NC(C(C)C)=NC(=O)C1,0.26
CCC(C)N1C(=O)N=C(C)C(Br)C1=O,0.51
Clc1ccc(-c2ccc(Cl)c(Cl)c2)cc1Cl,4.62
Brc1cc(Br)c(Oc2c(Br)c(Br)c(Br)c(Br)c2Br)cc1Br,5.93
Brc1ccc(Oc2cc(Br)c(Br)c(Br)c2)cc1Br,6.43
Brc1ccc(Oc2ccc(Br)cc2Br)cc1,5.83
Brc1cc(Br)c(Br)c(Oc2c(Br)c(Br)c(Br)c(Br)c2Br)c1Br,5.57
Brc1cc(Br)c(Oc2c(Br)c(Br)c(Br)c(Br)c2Br)c(Br)c1Br,5.75
Brc1cc(Br)c(Oc2c(Br)c(Br)c(Br)c(Br)c2Br)c(Br)c1,5.715
Brc1cc(Br)c(Br)c(Oc2c(Br)c(Br)c(Br)c(Br)c2Br)c1,5.715
Brc1ccc(Oc2ccc(Br)cc2Br)c(Br)c1,5.84
COc1c(O)cc(Cl)c(Cl)c1Cl,2.41
CC(C)c1ccccc1C(C)C,2.14
Brc1ccc(Oc2cc(Br)c(Br)cc2Br)c(Br)c1,6.01
Nc1nc[nH]n1,0.49
Brc1cc(Oc2c(Br)c(Br)c(Br)c(Br)c2Br)c(Br)c(Br)c1Br,5.44
Brc1cc(Br)c(Oc2cc(Br)c(Br)cc2Br)cc1Br,6.13
CC1=NN(c2cc(Cl)c(S(=O)(=O)O)cc2Cl)C(=O)C1,1.51
Oc1c(Cl)c(Cl)cc(Cl)c1Cl,2.15
Brc1ccc(Oc2ccc(Br)c(Br)c2)cc1Br,6.29
O=[N+]([O-])c1ccc2[nH]cnc2c1,0.4
COc1c(Cl)c(Cl)c(Cl)c(Cl)c1OC,4.400019635
CCO[P](=S)(OCC)OC1=NN(C(=O)C=C1)c2ccccc2,1.462397998
CCc1nn(C)c(C(=O)NCc2ccc(cc2)C(C)(C)C)c1Cl,1.130333768
CCOC(=O)CC(S[P](=S)(OC)OC)C(=O)OCC,0.77815125
CO[P](=S)(OC)Oc1ccc(c(C)c1)[N+]([O-])=O,1.556302501
CCO[P](=O)(OCC)SCc1ccccc1,0.633468456
CC(C)(CC(=C)c1ccc(O)cc1)c2ccc(O)cc2,1.591064607
CC1(C)C\2CCC1(C)C(=O)C2=C/c3ccccc3,2.600972896
Clc1cc(Cl)c(cc1Cl)c2ccccc2,4.149988456
[O-][N+](=O)c1ccc(Oc2c(Cl)cc(Cl)cc2Cl)cc1,3.044931546
Clc1ccc(cc1)c2ccc(Cl)cc2,3.579783597
c1ccc2c(c1)c3cccc4cccc2c34,4.171316825
CC1(C)C2CCC1(C)C(C)(O)C2,1.260071388
ClC1CC2(Cl)C(=C(Cl)C1(Cl)C2(Cl)Cl)Cl,4.049218023
CCO[P](=S)(OCC)SCC[S](=O)(=O)CC,0.681241237
Nc1ccc(Oc2c(Cl)cc(Cl)cc2Cl)cc1,1.954242509
Clc1ccccc1c2ccccc2,5.193124598
ClC1=C(Cl)C2(Cl)CC1(Cl)C(=C2Cl)Cl,3.806179974
ClC1=C(Cl)C2(Cl)C3C4CC(C=C4)C3C1(Cl)C2(Cl)Cl,1.921166051
CCO[P](=S)(OCC)Oc1cc(C)nc(n1)C(C)C,1.320146286
Clc1ccc2Oc3cc(Cl)ccc3Oc2c1,2.559906625
CCc1cc2ccccc2c3ccccc13,2.942008053
CO[P](=S)(OC)Oc1ccc(c(C)c1)[S](C)=O,0.230448921
CO[P](=S)(OC)Oc1ccc(c(C)c1)[S](C)(=O)=O,0.505149978
CO[P]1(=S)OCc2ccccc2O1,1.880813592
Clc1cc(Cl)c2Oc3ccccc3Oc2c1Cl,2.819543936
Clc1ccc(cc1)C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl,4.292256071
ClC1CC2C(C1Cl)C3(Cl)C(=C(Cl)C2(Cl)C3(Cl)Cl)Cl,3.51851394
CO[P](=S)(OC)Oc1ccc(SC)c(C)c1,2.187520721
CCc1ccc(cc1)c2ccccc2,2.824125834
CC(c1ccccc1)c2cc(C)ccc2C,2.859138297
CO[P](=O)(OC)OC=C(Cl)Cl,-0.096910013
CO[P](=S)(OC)SCN1C(=O)c2ccccc2C1=O,1.556302501
ClC1C=CC2C1C3(Cl)C(=C(Cl)C2(Cl)C3(Cl)Cl)Cl,3.385606274
c1ccc2c(c1)ccc3ccccc23,3.21031852
CCCCOC(=O)c1ccccc1C(=O)OCc2ccccc2,1.093421685
Cc1cc2ccccc2c3ccccc13,2.774516966
Brc1ccc(cc1)c2ccc(Br)cc2,3.921686475
COC1=NN(CS[P](=S)(OC)OC)C(=O)S1,1.255272505
CCOC(=O)C(S[P](=S)(OC)OC)c1ccccc1,1.462397998
Nc1cc(S(=O)(=O)O)c(O)c2c1C(=O)c1c(O)c(S(=O)(=O)O)cc(N)c1C2=O,-0.522878745
Cc1cc(N/N=C2\C(=O)C=Cc3ccccc32)c(S(=O)(=O)O)cc1Cl,0.255272505
Cc1ccc(N/N=C2\C(=O)C(C(=O)O)=Cc3ccccc32)c(S(=O)(=O)O)c1,0.255272505
[O-][N+](=O)c1ccc(Cl)cc1,1.257678575
Nc1ccc(cc1)[N+]([O-])=O,0.556302501
Oc1ccc(cc1)[N+]([O-])=O,0.73239376
COc1ccc(cc1)[N+]([O-])=O,0.477121255
OC(=O)c1ccc(nc1)C(O)=O,-0.045757491
C(c1ccccc1)c2ccccc2,3.06069784
O(c1ccccc1)c2ccccc2,2.765668555
NC(Nc1ccccc1)=Nc2ccccc2,0.301029996
Oc1c(Br)c2ccccc2nc1C3C(=O)c4ccccc4C3=O,1.431363764
CCCCC(CC)COC=C,2.922725458
C(OCc1ccccc1)c2ccccc2,2.537819095
CNc1ccc(cc1)C(O)=O,0.380211242
COC(=O)Nc1[nH]c2ccccc2n1,0.041392685
ClCC=C,-0.055517328
CC(=C)CC(C)(C)C,2.862727528
O=C1NC(=O)NC(=O)N1,-1
o1cccc1,0.176091259
s1cccc1,0.954242509
OC(=O)c1ccc2cc(ccc2c1)C(O)=O,-0.22184875
OC(=O)C1C(C(O)=O)C2(Cl)C(=C(Cl)C1(Cl)C2(Cl)Cl)Cl,-0.657577319
OC(c1ccc(Cl)cc1)(c2ccc(Cl)cc2)C(Cl)(Cl)Cl,3.84509804
ClCCO[P](=O)(OCCCl)OCCCl,-0.096910013
Nc1ccc2C(=O)c3ccccc3C(=O)c2c1,1.633468456
[O-][N+](=O)c1ccc(Cl)cc1C(F)(F)F,2.079181246
OC(=O)c1ccccc1Cl,0
Cc1ccc(O)c(c1)[N+]([O-])=O,0.959041392
Cc1cc(Cc2cc(C)cc(c2O)C(C)(C)C)c(O)c(c1)C(C)(C)C,2.892094603
OC(c1ccccc1)c2ccc(Cl)cc2,1.886490725
O=C(c1ccccc1)c2ccccc2,0.963787827
C1CCc2ccccc2C1,2.374748346
Cc1cc(ccc1N)c2ccc(N)c(C)c2,1.531478917
O=C(O\N=C1\C=C\C(C=C1)=N/OC(=O)c2ccccc2)c3ccccc3,0.079181246
S=C(SSSSC(=S)N1CCCCC1)N2CCCCC2,1
S(Sc1sc2ccccc2n1)c3sc4ccccc4n3,0.857332496
S=C(NC1CCCCC1)NC2CCCCC2,0.643452676
OC(=O)c1cccc(c1)[N+]([O-])=O,-0.148741651
N(c1ccccc1)c2ccccc2,2.383815366
CCCCC(CC)CO[P](=O)(Oc1ccccc1)Oc2ccccc2,2.629409599
O=[S]1(=O)CCCC1,1.113943352
BrCC(Br)CO[P](=O)(OCC(Br)CBr)OCC(Br)CBr,0.278753601
CCCCO[P](=O)(OCCCC)OCCCC,1
ClC(CC(Cl)(Cl)Cl)OC(Cl)CC(Cl)(Cl)Cl,3.51851394
Cc1cc(c(O)c(c1)C(C)(C)C)C(C)(C)C,3.255272505
Oc1cccc2C(=O)c3ccccc3C(=O)c12,2.472756449
Clc1ccc2C(=O)c3ccccc3C(=O)c2c1,2.396199347
COc1ccc(c(O)c1)C(=O)c2ccccc2,2.193124598
CC(C)c1ccc2c(C(C)C)cc(S(=O)(=O)O)cc2c1,0.176091259
o1c2ccccc2c3ccccc13,3.342422681
s1c2ccccc2c3ccccc13,3.158362492
Clc1cc(Cl)c2C3N=C(N=C4N5[Cu]N6C(N=C7N=C(N=C5c8c(Cl)c(Cl)c(Cl)c(Cl)c48)c9c(Cl)c(Cl)c(Cl)c(Cl)c79)c%10c(Cl)c(Cl)c(Cl)c(Cl)c%10C6=N3)c2c1Cl,0.681241237
CCCCC(CC)CN1C(=O)C2C(C1=O)C3(CCC2(C)C=C3)C(C)C,3.187520721
ClC1=C(Cl)C2(Cl)C3CCC4C(CCC3C1(Cl)C2(Cl)Cl)C5(Cl)C(=C(Cl)C4(Cl)C5(Cl)Cl)Cl,1.982271233
N(c1ccccc1)c2ccc3ccccc3c2,2.462397998
Brc1c(Br)c(Br)c(c(Br)c1Br)c2c(Br)c(Br)c(Br)c(Br)c2Br,0.602059991
CC(CCl)O[P](=O)(OC(C)CCl)OC(C)CCl,0.447158031
ClCC(CCl)O[P](=O)(OC(CCl)CCl)OC(CCl)CCl,1.342422681
CCCCCc1ccc2C(=O)c3ccccc3C(=O)c2c1,3.029383778
CC(C)(C)c1cc(cc(c1)C(C)(C)C)C(C)(C)C,4.409933123
CCO[P](=S)(OCC)O\N=C(C#N)\c1ccccc1,3.008600172
CC(C)C1CCC(C)CC1O,1.041392685
S=C1Nc2ccccc2S1,-0.096910013
O=S(=O)(O)c1cc(Nc2nc(Nc3ccccc3)nc(N3CCOCC3)n2)ccc1/C=C/c1ccc(Nc2nc(Nc3ccccc3)nc(N3CCOCC3)n2)cc1S(=O)(=O)O,1.447158031
C\C=C1/CC2CC1C=C2,2.201397124
C=CCO[P](=O)(OCC=C)OCC=C,-0.045757491
Nc1c(N=Nc2ccc(S(=O)(=O)CCOS(=O)(=O)O)cc2)c(S(=O)(=O)O)cc2c1C(=O)/C(=N\Nc1ccc(S(=O)(=O)CCOS(=O)(=O)O)cc1)C(S(=O)(=O)O)=C2,0.041392685
CC(=C)c1ccc(Cl)cc1,2.961895474
O=P(O)c1ccccc1,-0.397940009
CCCCCCCCOc1ccc(c(O)c1)C(=O)c2ccccc2,2.176091259
[O-][N+](=O)c1c(Cl)cc(Cl)cc1Cl,2.57054294
Clc1c(Cl)c(C#N)c(Cl)c(C#N)c1Cl,2.096910013
Cn1ccc(-c2ccn(C)cc2)cc1,-0.522878745
O=C(O)C1=NN(c2ccc(S(=O)(=O)O)cc2)C(=O)C1N=Nc1ccc(S(=O)(=O)O)cc1,-0.537602002
CC(C)Oc1cc(N2N=C(OC2=O)C(C)(C)C)c(Cl)cc1Cl,2.783188691
Cc1ccc(O)cc1[N+]([O-])=O,1.079181246
CCO[P](=S)(Oc1ccc(cc1)[N+]([O-])=O)c2ccccc2,3.181843588
N#CSCSc1sc2ccccc2n1,1.301029996
O[S](=O)(=O)c1cc(Cl)ccc1Oc2ccc(Cl)cc2NC(=O)Nc3ccc(Cl)c(Cl)c3,1.86923172
O=C1c2ccccc2C(=O)c3c4ccccc4ccc13,1.477121255
Cc1ccc(cc1[N+]([O-])=O)[N+]([O-])=O,0.462397998
Clc1ccc(c2ccccc2)c(Cl)c1Cl,4.201397124
Nc1ccc(/C=C/c2ccc(N)cc2S(=O)(=O)O)c(S(=O)(=O)O)c1,-0.698970004
Clc1cccc(c2ccccc2)c1Cl,4.012837225
Cc1cc(O)ccc1[N+]([O-])=O,1.491361694
CCCCCCCCCc1ccc(OCCO)cc1,1.204119983
Clc1ccccc1c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl,3.886490725
CC(C)(C)c1cc(cc(c1O)C(C)(C)C)c2ccccc2,3.939019776
Cc1cccc(Cc2ccccc2)c1Cc3ccccc3,3.973127854
CC(C)c1ccccc1O[P](=O)(Oc2ccccc2C(C)C)Oc3ccccc3C(C)C,1.230448921
CC(C)C1=NC(=O)C=C(C)N1,-0.301029996
CCCCCCCC/C=C/CCCCCCCCC(CC(O)=O)C(O)=O,-0.397940009
CCO[P](=S)(OCC)Oc1nc(Cl)c(Cl)cc1Cl,2.692846919
CCO[P](S)(=S)OCC,-0.301029996
BrC(Br)c1ccccc1OCC2CO2,0.113943352
COCN(COC)c1nc(nc(n1)N(COC)COC)N(COC)COC,-0.698970004
ClCCOC(c1ccccc1)c2ccccc2,2.739572344
CCCCC(CC)COC(=O)c1ccc(C(=O)OCC(CC)CCCC)c(c1)C(=O)OCC(CC)CCCC,-0.638272164
Oc1cc(Cl)ccc1Oc2ccc(Cl)cc2Cl,1.643452676
CC\1=NN(C(=O)C1=N/Nc2ccc(cc2Cl)c3ccc(N\N=C4/C(=NN(C4=O)c5ccccc5)C)c(Cl)c3)c6ccccc6,0.748188027
O=C1C=CC=C2C(=O)C(NNc3cc(Cl)cc(S(=O)(=O)O)c3O)=CC=C12,-0.017728767
Brc1cc(Br)c(Oc2cc(Br)cc(Br)c2Br)c(Br)c1,3.117271296
Cc1cc(-c2ccc(N=Nc3c(S(=O)(=O)O)cc4c(c3N)C(=O)/C(=N/Nc3ccccc3)C(S(=O)(=O)O)=C4)c(C)c2)ccc1N=Nc1ccc(N)cc1N,1.342422681
CC(C)(C)c1cc(n2nc3ccc(Cl)cc3n2)c(O)c(c1)C(C)(C)C,3.944482672
[O-][N+](=O)c1ccc(cc1)N=Nc2ccc(cc2)N(CCOC(=O)c3ccccc3)CCC#N,1.041392685
CCCCCCc1ccc(cc1)c2ccc(cc2)C#N,3.691965103
CCc1cc(c(O)c(c1)C(C)(C)C)C(C)(C)C,3.687528961
CC(C)(c1cc(Br)c(OCCO)c(Br)c1)c2cc(Br)c(OCCO)c(Br)c2,2.113943352
NC(N)=NC#N,-0.522878745
Oc1c(cccc1C2CCCCC2)C3CCCCC3,3.068185862
O=C1\C(Nc2ccccc12)=C/3Nc4ccccc4C3=O,0.653212514
C\1C\C=C/CC\C=C/CC/C=C1,4.096910013
OC(=O)c1c(Cl)cccc1Cl,-0.698970004
OC(=O)c1c(Cl)ccc(Cl)c1Cl,-0.397940009
C[C@@H]1CCC[C@H](C)N1,-0.301029996
Cc1cc(Nc2nc(NCCO)nc(Nc3ccc(N=Nc4cc(S(=O)(=O)O)c5cccc(S(=O)(=O)O)c5c4)c(C)c3)n2)ccc1N=Nc1cc(S(=O)(=O)O)c2cccc(S(=O)(=O)O)c2c1,0.255272505
CCOC(=O)C(O)(c1ccc(Cl)cc1)c2ccc(Cl)cc2,2.767897616
[O-][N+](=O)c1cc(ccc1Nc2ccccc2)[S](=O)(=O)Nc3ccccc3,1.477121255
CO[P](=O)(OC)OC,-0.397940009
Oc1ccc(cc1[N+]([O-])=O)[N+]([O-])=O,-0.15490196
OC(=O)c1ccc(Cl)c(Cl)c1,-0.698970004
OC(=O)C(Br)C(Br)C(O)=O,1
Cc1cc(cc(c1O)[N+]([O-])=O)[N+]([O-])=O,-0.15490196
CC(C)c1cccc(C)c1,2.803457116
C1CCC(CC1)N=C=NC2CCCCC2,-0.15490196
Cc1ccc(cc1O)[N+]([O-])=O,1
CC[C@@H](C)c1cccc([C@@H](C)CC)c1O,2.541579244
COc1cccc(c1)[N+]([O-])=O,0.633468456
S(Sc1ccc2ccccc2c1)c3ccc4ccccc4c3,0.278753601
NC(=O)c1c(Cl)c(Cl)c(Cl)c(Cl)c1C(O)=O,-0.522878745
CC1CCC(C(C1)C(O)=O)C(O)=O,-0.698970004
CN(C(C)=O)c1ccccc1,-0.13076828
S=C1Nc2ccccc2N1,0.544068044
Nc1c(Oc2ccc(Br)cc2)cc(O)c3C(=O)c4ccccc4C(=O)c13,1.681241237
OC(=O)c1cccc(c1C(O)=O)[N+]([O-])=O,0.812913357
CNC(=O)CS[P](=S)(OC)OC,0.903089987
COC(=O)c1ccccc1C(=O)c2ccccc2,0.857332496
CCCCCCCCCCCCCOP(Oc1ccccc1)Oc2ccccc2,1.041392685
Oc1c(Cl)cc(Cl)cc1[N+]([O-])=O,1.361727836
O=C(O)[C@H]1CCCC[C@H]1C(=O)O,-0.698970004
Cc1ccc(c(c1)[N+]([O-])=O)[N+]([O-])=O,-0.568636236
CCc1ccccc1[N+]([O-])=O,1.397940009
Nc1[nH]ncn1,-0.522878745
CCC(=O)Nc1cc(ccc1N=Nc2ccc(cc2Cl)[N+]([O-])=O)N(CCOC(C)=O)CCOC(C)=O,0.041392685
N#Cc1cccc(c1)C#N,0.322219295
CC(=O)C(N=Nc1ccc(cc1Cl)c2ccc(N=NC(C(C)=O)C(=O)Nc3ccccc3)c(Cl)c2)C(=O)Nc4ccccc4,0.505149978
Cc1ccc(S(=O)(=O)Oc2ccc(N=Nc3ccc(-c4ccc(N/N=C5/C(=O)C=Cc6cc(S(=O)(=O)O)cc(S(=O)(=O)O)c65)c(C)c4)cc3C)cc2)cc1,1.880813592
CC(Cc1ccc(cc1)C(C)(C)C)C(O)=O,-0.22184875
C[C@H]1C[C@H](C)C(=O)[C@@H](C1)[C@H](O)CC2CC(=O)NC(=O)C2,-0.522878745
CC1CC(C)(C)CC(C1)(OOC(C)(C)C)OOC(C)(C)C,3.993876915
C[S](C)=O,-0.397940009
CN(C)[P](=O)(N(C)C)N(C)C,-1.301029996
CCC,3.444044796
Oc1c(Cl)cc(Cl)c(Cl)c1Cc2c(O)c(Cl)cc(Cl)c2Cl,2.170261715
[O-][N+](=O)c1cc(Cl)c(N=Nc2ccc(cc2)N(CCC#N)CCC#N)c(Cl)c1,1.672097858
CC(C)(C)c1cc(c(O)c(c1)C(C)(C)C)C(C)(C)C,4.204119983
N(c1ccccc1)c2ccc(Nc3ccccc3)cc2,3.152288344
ClC(Cl)=C,0.806179974
CC(C)(C)C(O)=O,0.079181246
ClCC(Cl)C=C,0.324282455
OC(=O)C(Cl)(Cl)Cl,0
ClC(c1ccccc1)(c2ccccc2)c3ccccc3,2.572871602
OC(=O)C(O)(c1ccccc1)c2ccccc2,-0.698970004
C[C](C)C,3.431363764
C1C=CC2C3CC(C=C3)C12,2.51851394
Clc1ccccc1NNc2ccccc2Cl,3.746634199
CCO[P](=O)(OCC)OCC,-0.096910013
CCCCC(CC)CO[P](=O)(OCC(CC)CCCC)OCC(CC)CCCC,0.812913357
CCCCOCCO[P](=O)(OCCOCCCC)OCCOCCCC,0.612783857
CC(C)[N+]([O-])=O,0.041392685
CC1(C)C2CCC(C2)C1=C,2.964730921
CC(C)(c1cc(Br)c(O)c(Br)c1)c2cc(Br)c(O)c(Br)c2,2.532754379
CC(C)(c1ccc(O)cc1)c2ccc(O)cc2,1.123851641
CC(C)(OOC(C)(C)c1ccccc1)c2ccccc2,2.824125834
Cc1c(c(C)c(c(c1[N+]([O-])=O)C(C)(C)C)[N+]([O-])=O)[N+]([O-])=O,3.833147112
Nc1ccc2ccccc2c1[S](O)(=O)=O,-0.22184875
O=C1c2ccccc2c3cccc4cccc1c34,2.173186268
Clc1cccc2C(=O)c3ccccc3C(=O)c12,2.450249108
Nc1cccc2C(=O)c3ccccc3C(=O)c12,2.136720567
C1Cc2cccc3cccc1c23,3
OCCN1C(=O)N(CCO)C(=O)N(CCO)C1=O,-0.795880017
CCc1ccc2C(=O)c3ccccc3C(=O)c2c1,3.093421685
CC1=NN(C(=O)C1)c2cc(Cl)c(cc2Cl)[S](O)(=O)=O,0.447158031
c1ccn2c(c1)-c1ccccn1CC2,0.146128036
Cc1cc(ccc1N\N=C2/C(=O)C=Cc3ccccc23)N=Nc4ccccc4C,1.041392685
O=NN(c1ccccc1)c2ccccc2,1.62324929
C1c2ccccc2c3ccccc13,2.914343157
[nH]1c2ccccc2c3ccccc13,2.301029996
OC(=O)Cc1cccc2ccccc12,-0.229147988
Nc1ccc2c(O)cc(cc2c1)[S](O)(=O)=O,-0.698970004
Cc1ccccc1[S](N)(=O)=O,-0.045757491
Cc1ccc(N)c(c1)[S](O)(=O)=O,-0.397940009
Cc1ccccc1[N+]([O-])=O,1.472756449
[O-][N+](=O)c1ccccc1Cl,1.318063335
Nc1ccccc1[N+]([O-])=O,0.69019608
Oc1ccccc1[N+]([O-])=O,0.698970004
CCC(C)c1cc(cc(c1O)[N+]([O-])=O)[N+]([O-])=O,0
Oc1c(cc(cc1[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O,-0.619788758
OC(=O)C1CC=CCC1C(O)=O,-0.698970004
Nc1ccc(Cl)cc1[N+]([O-])=O,1.120573931
CCCCCCCCCc1ccccc1Oc1ccccc1CCCCCCCCC,1.72427587
N(c1ccccc1)c2cccc3ccccc23,3.396199347
Nc1ccccc1c2ccccc2,1.491361694
Nc1ccc2cc(cc(O)c2c1)[S](O)(=O)=O,-0.301029996
CN(C)c1ccc(cc1)C(=O)c2ccc(cc2)N(C)C,1.73239376
COc1ccccc1[N+]([O-])=O,0.361727836
Nc1ccc(cc1Cl)c2ccc(N)c(Cl)c2,2.227886705
CC(=O)CC(=O)Nc1ccc(cc1C)c2ccc(NC(=O)CC(C)=O)c(C)c2,-0.698970004
Oc1ccc(cc1)c2ccccc2,1.681241237
OC(=O)c1cc2ccccc2cc1O,0.146128036
Oc1cc2ccccc2cc1C(=O)Nc3ccccc3,0.770852012
N1c2ccccc2Sc3ccccc13,2.722633923
[O-][N+](=O)c1ccc2nc[nH]c2c1,0.255272505
s1cnc2ccccc12,0.707570176
CO[P](=O)(OC)OC(=C/Cl)/c1cc(Cl)c(Cl)cc1Cl,1.716003344
CC\C(C)=N\O,-0.22184875
Cc1cc(O)c(cc1Sc2cc(c(O)cc2C)C(C)(C)C)C(C)(C)C,0.62324929
CC(C)(C)c1ccc(O)c(c1)C(C)(C)C,2.556302501
COc1ccc(N)c(c1)[N+]([O-])=O,0.662757832
Oc1ccc(Cl)cc1Cc2cc(Cl)ccc2O,1.924279286
N[S](=O)(=O)c1ccccc1,0.079181246
CC(C)(C)c1ccc(cc1)C(O)=O,0.301029996
[O-][N+](=O)c1ccccc1,0.681241237
Cc1cccc(c1)[N+]([O-])=O,0.929418926
Nc1cccc(c1)[N+]([O-])=O,0.477121255
[O-][N+](=O)c1ccc(Cl)c(Cl)c1,1.770852012
Cc1ccc(cc1)[N+]([O-])=O,0.857332496
